"Name","Status","ExitCode","DesktopInteract","ErrorControl","PathName","ServiceType","StartMode","Caption","Description","InstallDate","CreationClassName","Started","SystemCreationClassName","SystemName","AcceptPause","AcceptStop","DisplayName","ServiceSpecificExitCode","StartName","State","TagId","CheckPoint","DelayedAutoStart","ProcessId","WaitHint","PSComputerName","CimClass","CimInstanceProperties","CimSystemProperties"
"FontCache","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Share Process","Auto","Windows Font Cache Service","Optimizes performance of applications by caching commonly used font data. Applications will start this service if it is not already running. It can be disabled, though doing so will degrade application performance.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Windows Font Cache Service","0","NT AUTHORITY\LocalService","Running","0","0","False","3792","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"FontCache3.0.0.0","OK","0","False","Normal","C:\WINDOWS\Microsoft.Net\Framework64\v3.0\WPF\PresentationFontCache.exe","Own Process","Manual","Windows Presentation Foundation Font Cache 3.0.0.0","Optimizes performance of Windows Presentation Foundation (WPF) applications by caching commonly used font data. WPF applications will start this service if it is not already running. It can be disabled, though doing so will degrade the performance of WPF applications.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Windows Presentation Foundation Font Cache 3.0.0.0","0","NT Authority\LocalService","Running","0","0","False","7816","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"FrameServer","OK","0","False","Normal","C:\WINDOWS\System32\svchost.exe -k Camera","Share Process","Manual","Windows Camera Frame Server","Enables multiple clients to access video frames from camera devices.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Windows Camera Frame Server","0","NT AUTHORITY\LocalService","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"FrameServerMonitor","OK","0","False","Normal","C:\WINDOWS\System32\svchost.exe -k CameraMonitor","Own Process","Manual","Windows Camera Frame Server Monitor","Monitors the health and state for the Windows Camera Frame Server service.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Windows Camera Frame Server Monitor","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"GameInputSvc","OK","1077","False","Normal","C:\WINDOWS\System32\GameInputSvc.exe","Own Process","Manual","GameInput Service","Enables keyboards, mice, gamepads, and other input devices to be used with the GameInput API.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","GameInput Service","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"GoogleChromeElevationService","OK","0","False","Normal","""C:\Program Files (x86)\Google\Chrome\Application\132.0.6834.160\elevation_service.exe""","Own Process","Manual","Google Chrome Elevation Service (GoogleChromeElevationService)","Provides encryption services and a secure way for recovering Google Chrome if it gets out of date. If this service is disabled, Google Chrome may lose access to encrypted data, and Google Chrome may not be able recover itself.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Google Chrome Elevation Service (GoogleChromeElevationService)","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"GoogleUpdaterInternalService134.0.6985.0","OK","0","False","Normal","""C:\Program Files (x86)\Google\GoogleUpdater\134.0.6985.0\updater.exe"" --system --windows-service --service=update-internal","Own Process","Auto","Google Updater Internal Service (GoogleUpdaterInternalService134.0.6985.0)","Keeps your Google software up to date. If this service is disabled or stopped, your Google software will not be kept up to date, meaning security vulnerabilities that may arise cannot be fixed and features may not work. This service uninstalls itself when there is no Google software using it.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Google Updater Internal Service (GoogleUpdaterInternalService134.0.6985.0)","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"gpsvc","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k GPSvcGroup","Own Process","Auto","Group Policy Client","The service is responsible for applying settings configured by administrators for the computer and users through the Group Policy component. If the service is disabled, the settings will not be applied and applications and components will not be manageable through Group Policy. Any components or applications that depend on the Group Policy component might not be functional if the service is disabled.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Group Policy Client","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"GraphicsPerfSvc","OK","1077","False","Ignore","C:\WINDOWS\System32\svchost.exe -k GraphicsPerfSvcGroup","Share Process","Manual","GraphicsPerfSvc","Graphics performance monitor service",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","GraphicsPerfSvc","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"HgClientService","OK","1077","False","Normal","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Share Process","Manual","Host Guardian Client Service","Provides abstraction of Host Guardian artifacts.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Host Guardian Client Service","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"hidserv","OK","1077","False","Normal","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Share Process","Manual","Human Interface Device Service","Activates and maintains the use of hot buttons on keyboards, remote controls, and other multimedia devices. It is recommended that you keep this service running.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Human Interface Device Service","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"HNS","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k NetSvcs -p","Share Process","Manual","Host Network Service","Provides support for Windows Virtual Networks.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Host Network Service","0","LocalSystem","Running","0","0","False","3376","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"HotKeyServiceUWP","OK","0","False","Ignore","C:\WINDOWS\System32\DriverStore\FileRepository\hpqkbsoftwarecompnent.inf_amd64_b8c54d887660aa14\HotKeyServiceUWP.exe","Own Process","Auto","HP Hotkey UWP Service","HP Hotkey UWP Service",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","HP Hotkey UWP Service","0","LocalSystem","Running","1","0","False","5484","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"HPAppHelperCap","OK","0","False","Normal","C:\WINDOWS\System32\DriverStore\FileRepository\hpcustomcapcomp.inf_amd64_a58ce5a91133675e\x64\AppHelperCap.exe","Own Process","Auto","HP App Helper HSA Service",,,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","HP App Helper HSA Service","0","LocalSystem","Running","4","0","False","3804","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"HPAudioAnalytics","OK","0","False","Ignore","C:\WINDOWS\System32\DriverStore\FileRepository\hpqkbsoftwarecompnent.inf_amd64_b8c54d887660aa14\HPAudioAnalytics.exe","Own Process","Auto","HP Audio Analytics Service","HP Audio Analytics Service",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","HP Audio Analytics Service","0","LocalSystem","Running","2","0","False","6928","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"HPDiagsCap","OK","0","False","Normal","C:\WINDOWS\System32\DriverStore\FileRepository\hpcustomcapcomp.inf_amd64_a58ce5a91133675e\x64\DiagsCap.exe","Own Process","Auto","HP Diagnostics HSA Service",,,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","HP Diagnostics HSA Service","0","LocalSystem","Running","6","0","False","11084","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"HPMAMSrv","OK","1077","False","Normal","""C:\Program Files (x86)\HP\HP MAC Address Manager\hpMAMSrv.exe""","Own Process","Disabled","HP MAC Address Manager Service","HP MAM Service",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","HP MAC Address Manager Service","0","LocalSystem","Stopped","0","0","True","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"HPNetworkCap","OK","0","False","Normal","C:\WINDOWS\System32\DriverStore\FileRepository\hpcustomcapcomp.inf_amd64_a58ce5a91133675e\x64\NetworkCap.exe","Own Process","Auto","HP Network HSA Service",,,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","HP Network HSA Service","0","LocalSystem","Running","5","0","False","3868","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"HPSysInfoCap","OK","0","False","Normal","C:\WINDOWS\System32\DriverStore\FileRepository\hpcustomcapcomp.inf_amd64_a58ce5a91133675e\x64\SysInfoCap.exe","Own Process","Auto","HP System Info HSA Service",,,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","HP System Info HSA Service","0","LocalSystem","Running","3","0","False","3848","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"HpTouchpointAnalyticsService","OK","0","False","Normal","C:\WINDOWS\System32\DriverStore\FileRepository\hpanalyticscomp.inf_amd64_273967626e857c15\x64\TouchpointAnalyticsClientService.exe","Own Process","Auto","HP Insights Analytics",,,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","HP Insights Analytics","0","LocalSystem","Running","0","0","False","3840","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"HvHost","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Share Process","Manual","HV Host Service","Provides an interface for the Hyper-V hypervisor to provide per-partition performance counters to the host operating system.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","HV Host Service","0","LocalSystem","Running","0","0","False","1844","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"iaStorAfsService","OK","1077","False","Normal","C:\WINDOWS\System32\iaStorAfsService.exe","Own Process","Disabled","Intel(R) Optane(TM) Memory Service","Enables amazing system performance and responsiveness by accelerating frequently used files",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Intel(R) Optane(TM) Memory Service","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"ibtsiva","OK","0","False","Normal","C:\WINDOWS\System32\ibtsiva","Own Process","Auto","Intel Bluetooth Service","Intel(R) Wireless Bluetooth(R) iBtSiva Service",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Intel Bluetooth Service","0","LocalSystem","Running","0","0","False","8712","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"icssvc","OK","1077","False","Normal","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Share Process","Manual","Windows Mobile Hotspot Service","Provides the ability to share a cellular data connection with another device.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Windows Mobile Hotspot Service","0","NT Authority\LocalService","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"igccservice","OK","0","False","Normal","C:\WINDOWS\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_98ad395a329efc54\OneApp.IGCC.WinService.exe","Own Process","Auto","Intel(R) Graphics Command Center Service","Service for Intel(R) Graphics Command Center",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","True","True","Intel(R) Graphics Command Center Service","0","LocalSystem","Running","0","0","False","8612","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"igfxCUIService2.0.0.0","OK","0","False","Normal","C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_ea0f2e956b37b3be\igfxCUIService.exe","Own Process","Auto","Intel(R) HD Graphics Control Panel Service","Service for Intel(R) HD Graphics Control Panel",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Intel(R) HD Graphics Control Panel Service","0","LocalSystem","Running","1","0","False","2828","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"IKEEXT","OK","1077","False","Normal","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Share Process","Manual","IKE and AuthIP IPsec Keying Modules","The IKEEXT service hosts the Internet Key Exchange (IKE) and Authenticated Internet Protocol (AuthIP) keying modules. These keying modules are used for authentication and key exchange in Internet Protocol security (IPsec). Stopping or disabling the IKEEXT service will disable IKE and AuthIP key exchange with peer computers. IPsec is typically configured to use IKE or AuthIP; therefore, stopping or disabling the IKEEXT service might result in an IPsec failure and might compromise the security of the system. It is strongly recommended that you have the IKEEXT service running.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","IKE and AuthIP IPsec Keying Modules","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"InstallService","OK","0","False","Ignore","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Own Process","Manual","Microsoft Store Install Service","Provides infrastructure support for the Microsoft Store.  This service is started on demand and if disabled then installations will not function properly.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Microsoft Store Install Service","0","LocalSystem","Running","0","0","False","11672","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"IntelAudioService","OK","0","False","Normal","""C:\WINDOWS\system32\cAVS\Intel(R) Audio Service\IntelAudioService.exe""","Own Process","Auto","Intel(R) Audio Service",,,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Intel(R) Audio Service","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"InventorySvc","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k InvSvcGroup -p","Share Process","Auto","Inventory and Compatibility Appraisal service","This service performs background system inventory, compatibility appraisal, and maintenance used by numerous system components.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Inventory and Compatibility Appraisal service","0","LocalSystem","Running","0","0","True","4628","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"iphlpsvc","OK","0","False","Normal","C:\WINDOWS\System32\svchost.exe -k NetSvcs -p","Share Process","Auto","IP Helper","Provides tunnel connectivity using IPv6 transition technologies (6to4, ISATAP, Port Proxy, and Teredo), and IP-HTTPS. If this service is stopped, the computer will not have the enhanced connectivity benefits that these technologies offer.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","IP Helper","0","LocalSystem","Running","0","0","False","3128","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"IpxlatCfgSvc","OK","1077","False","Normal","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Share Process","Manual","IP Translation Configuration Service","Configures and enables translation from v4 to v6 and vice versa",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","IP Translation Configuration Service","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"KeyIso","OK","0","False","Normal","C:\WINDOWS\system32\lsass.exe","Share Process","Manual","CNG Key Isolation","The CNG key isolation service is hosted in the LSA process. The service provides key process isolation to private keys and associated cryptographic operations as required by the Common Criteria. The service stores and uses long-lived keys in a secure process complying with Common Criteria requirements.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","CNG Key Isolation","0","LocalSystem","Running","0","0","False","1132","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"KtmRm","OK","1077","False","Normal","C:\WINDOWS\System32\svchost.exe -k NetworkServiceAndNoImpersonation -p","Share Process","Manual","KtmRm for Distributed Transaction Coordinator","Coordinates transactions between the Distributed Transaction Coordinator (MSDTC) and the Kernel Transaction Manager (KTM). If it is not needed, it is recommended that this service remain stopped. If it is needed, both MSDTC and KTM will start this service automatically. If this service is disabled, any MSDTC transaction interacting with a Kernel Resource Manager will fail and any services that explicitly depend on it will fail to start.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","KtmRm for Distributed Transaction Coordinator","0","NT AUTHORITY\NetworkService","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"LanmanServer","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Share Process","Auto","Server","Supports file, print, and named-pipe sharing over the network for this computer. If this service is stopped, these functions will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Server","0","LocalSystem","Running","0","0","False","5800","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"LanmanWorkstation","OK","0","False","Normal","C:\WINDOWS\System32\svchost.exe -k NetworkService -p","Share Process","Auto","Workstation","Creates and maintains client network connections to remote servers using the SMB protocol. If this service is stopped, these connections will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","True","True","Workstation","0","NT AUTHORITY\NetworkService","Running","0","0","False","8464","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"LanWlanWwanSwitchingServiceUWP","OK","0","False","Ignore","C:\WINDOWS\System32\DriverStore\FileRepository\hpqkbsoftwarecompnent.inf_amd64_b8c54d887660aa14\LanWlanWwanSwitchingServiceUWP.exe","Own Process","Auto","HP LAN/WLAN/WWAN Switching UWP Service","HP LAN/WLAN/WWAN Switching UWP Service",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","HP LAN/WLAN/WWAN Switching UWP Service","0","LocalSystem","Running","0","0","False","9396","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"lfsvc","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Share Process","Manual","Geolocation Service","This service monitors the current location of the system and manages geofences (a geographical location with associated events).  If you turn off this service, applications will be unable to use or receive notifications for geolocation or geofences.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Geolocation Service","0","LocalSystem","Running","0","0","False","10012","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"LicenseManager","OK","0","False","Ignore","C:\WINDOWS\System32\svchost.exe -k LocalService -p","Share Process","Manual","Windows License Manager Service","Provides infrastructure support for the Microsoft Store.  This service is started on demand and if disabled then content acquired through the Microsoft Store will not function properly.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Windows License Manager Service","0","NT Authority\LocalService","Running","0","0","False","9528","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"lltdsvc","OK","1077","False","Normal","C:\WINDOWS\System32\svchost.exe -k LocalService -p","Share Process","Manual","Link-Layer Topology Discovery Mapper","Creates a Network Map, consisting of PC and device topology (connectivity) information, and metadata describing each PC and device.  If this service is disabled, the Network Map will not function properly.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Link-Layer Topology Discovery Mapper","0","NT AUTHORITY\LocalService","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"lmhosts","OK","0","False","Normal","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Share Process","Manual","TCP/IP NetBIOS Helper","Provides support for the NetBIOS over TCP/IP (NetBT) service and NetBIOS name resolution for clients on the network, therefore enabling users to share files, print, and log on to the network. If this service is stopped, these functions might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","TCP/IP NetBIOS Helper","0","NT AUTHORITY\LocalService","Running","0","0","False","12584","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"LocalKdc","OK","0","False","Normal","C:\WINDOWS\System32\lsass.exe","Share Process","Auto","Kerberos Local Key Distribution Center","This service enables users to log on to the local machine using the Kerberos authentication protocol. If this service is stopped, users will be unable to log on to the local machine. If this service is disabled, any services that explicitly depend on it will fail to start.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Kerberos Local Key Distribution Center","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"LSM","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Share Process","Auto","Local Session Manager","Core Windows Service that manages local user sessions. Stopping or disabling this service will result in system instability.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Local Session Manager","0","LocalSystem","Running","0","0","False","1504","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"LxpSvc","OK","0","False","Ignore","C:\WINDOWS\system32\svchost.exe -k netsvcs","Share Process","Manual","Language Experience Service","Provides infrastructure support for deploying and configuring localized Windows resources. This service is started on demand and, if disabled, additional Windows languages will not be deployed to the system, and Windows may not function properly.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Language Experience Service","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"MapsBroker","OK","0","False","Normal","C:\WINDOWS\System32\svchost.exe -k NetworkService -p","Own Process","Auto","Downloaded Maps Manager","Windows service for application access to downloaded maps. This service is started on-demand by application accessing downloaded maps. Disabling this service will prevent apps from accessing maps.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Downloaded Maps Manager","0","NT AUTHORITY\NetworkService","Stopped","0","0","True","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"McpManagementService","OK","1077","False","Normal","C:\WINDOWS\system32\svchost.exe -k McpManagementServiceGroup","Own Process","Manual","McpManagementService","Universal Print Management Service",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","McpManagementService","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"MDCoreSvc","OK","0","False","Normal","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24090.11-0\MpDefenderCoreService.exe""","Own Process","Auto","Microsoft Defender Core Service","Monitors the availability, health, and performance of various security components",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Microsoft Defender Core Service","0","LocalSystem","Running","0","0","False","8656","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"MicrosoftEdgeElevationService","OK","1077","False","Normal","""C:\Program Files (x86)\Microsoft\Edge\Application\132.0.2957.140\elevation_service.exe""","Own Process","Manual","Microsoft Edge Elevation Service (MicrosoftEdgeElevationService)","Keeps Microsoft Edge up to update. If this service is disabled, the application will not be kept up to date.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Microsoft Edge Elevation Service (MicrosoftEdgeElevationService)","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
